estimate_id,paper_key,authors,year,study_label,effect_size_sd,se,ci_lower,ci_upper,n_treatment,n_control,n_total,learning_domain,outcome,outcome_timing,treatment,control,comparison_type,estimand,estimation_method,outcome_with_ai,is_subgroup,subgroup,coding_notes,design_class,included_in_curated_subset,notes,country,population_category,lab_vs_field,study_design,ai_tool,ai_design,incentives,venue,study_sample_n,study_sample_unit,study_sample_review_status,study_recruited_n,study_randomized_n,estimate_analyzed_n,estimate_sample_unit,estimate_sample_review_status,source_document,source_url,source_version,source_locator,extraction_date,review_date,provenance_review_status,provenance_review_basis,derivation_notes,study_sample_review_basis,study_sample_notes,study_sample_missing_reasons,estimate_sample_review_basis,estimate_sample_notes,estimate_sample_missing_reasons,provenance_missing_reasons,release_id,release_date,view_url,selection
kazemitabaar_etal_2023__est18,kazemitabaar_etal_2023,"Majeed Kazemitabaar, Justin Chow, Carl Ka To Ma, Barbara J. Ericson, David Weintrop, Tovi Grossman",2023,"Kazemitabaar et al., Authoring task correctness (training pha",1.67,0.281,1.119,2.221,33,36,69,Coding,"Authoring task correctness (training phase, with AI)",immediate,Codex AI code generator access during training,No AI code generator (baseline),ai_vs_bau,ATE (complete-case),t-test (mean comparison),true,false,,non-standard outcome; SE back-calculated from N and Cohen's d,online_rct,false,During training WITH AI access. t(67)=6.92.,Canada,Middle school,Online,RCT,OpenAI Codex,Unrestricted,None (flat $50 gift card),CHI 2023,69,unknown,unreviewed,,,69,unknown,unreviewed,Kazemitabaar et al (2023) - AI Code Generators Novice Learners.pdf,,,,,,unreviewed,,During training WITH AI access. t(67)=6.92.,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kazemitabaar_etal_2023__est19,kazemitabaar_etal_2023,"Majeed Kazemitabaar, Justin Chow, Carl Ka To Ma, Barbara J. Ericson, David Weintrop, Tovi Grossman",2023,"Kazemitabaar et al., post-test",-0.05,0.241,-0.522,0.422,33,36,69,Coding,"Authoring task correctness (immediate post-test, no AI)",immediate,Codex AI code generator access during training,No AI code generator (baseline),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,false,,SE back-calculated from N and Cohen's d,online_rct,true,"Post-test 1 day after training; no AI access. Baseline group scored slightly higher (62.9% vs 61.3%), so the sign is negative under the positive-favors-AI convention. Not significant (p=.838).",Canada,Middle school,Online,RCT,OpenAI Codex,Unrestricted,None (flat $50 gift card),CHI 2023,69,unknown,unreviewed,,,69,unknown,unreviewed,Kazemitabaar et al (2023) - AI Code Generators Novice Learners.pdf,,,,,,unreviewed,,"Post-test 1 day after training; no AI access. Baseline group scored slightly higher (62.9% vs 61.3%), so the sign is negative under the positive-favors-AI convention. Not significant (p=.838).",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kazemitabaar_etal_2023__est20,kazemitabaar_etal_2023,"Majeed Kazemitabaar, Justin Chow, Carl Ka To Ma, Barbara J. Ericson, David Weintrop, Tovi Grossman",2023,"Kazemitabaar et al., retention",0.41,0.244,-0.067,0.887,33,36,69,Coding,"Modifying task correctness (1-week retention, no AI)",delayed,Codex AI code generator access during training,No AI code generator (baseline),ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,false,,SE back-calculated from N and Cohen's d,online_rct,true,Retention test 1 week after training; no AI. Marginally significant.,Canada,Middle school,Online,RCT,OpenAI Codex,Unrestricted,None (flat $50 gift card),CHI 2023,69,unknown,unreviewed,,,69,unknown,unreviewed,Kazemitabaar et al (2023) - AI Code Generators Novice Learners.pdf,,,,,,unreviewed,,Retention test 1 week after training; no AI. Marginally significant.,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kestin_etal_2025__est21,kestin_etal_2025,"Greg Kestin, Kelly Miller, Anna Klales, Timothy Milbourne, Gregorio Ponti",2025,"Kestin et al., Post-test score (physics content mastery",0.63,,,,142,174,194,Science,Post-test score (physics content mastery),immediate,AI tutor (GPT-4 with pedagogical prompts and scaffolding),"In-class active learning (peer instruction, group work)",ai_vs_active,ATE,"OLS (linear regression, clustered SE)",false,false,,no SE/CI; active control,field_rct,false,Crossover design. OLS effect size 0.63 SD is underestimate due to ceiling effect; quantile regression gives 0.73-1.3 SD. AI group median time 49 min vs 60 min in-class. Mann-Whitney z=-5.6.,USA,Undergraduate,Field,RCT,"GPT-4 (custom AI tutor platform ""PS2 Pal"")",Socratic / with guardrails,Participation credit (not graded),Scientific Reports,194,unknown,unreviewed,,,194,unknown,unreviewed,Kestin et al (2025) - AI Tutoring Outperforms Active Learning.pdf,,,,,,unreviewed,,Crossover design. OLS effect size 0.63 SD is underestimate due to ceiling effect; quantile regression gives 0.73-1.3 SD. AI group median time 49 min vs 60 min in-class. Mann-Whitney z=-5.6.,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kestin_etal_2025__est22,kestin_etal_2025,"Greg Kestin, Kelly Miller, Anna Klales, Timothy Milbourne, Gregorio Ponti",2025,"Kestin et al., Post-test score (quantile regression, av",1,,,,142,174,194,Science,"Post-test score (quantile regression, avoids ceiling effect)",immediate,AI tutor (GPT-4 with pedagogical prompts and scaffolding),"In-class active learning (peer instruction, group work)",ai_vs_active,ATE,quantile (median) regression,false,false,,active control,field_rct,false,Preferred estimate: quantile-regression effect-size RANGE 0.73-1.3 SD (not a confidence interval; the paper reports no SE/CI for it). Midpoint ~1.0 shown as the point value. Avoids ceiling effect in the post-test.,USA,Undergraduate,Field,RCT,"GPT-4 (custom AI tutor platform ""PS2 Pal"")",Socratic / with guardrails,Participation credit (not graded),Scientific Reports,194,unknown,unreviewed,,,194,unknown,unreviewed,Kestin et al (2025) - AI Tutoring Outperforms Active Learning.pdf,,,,,,unreviewed,,Preferred estimate: quantile-regression effect-size RANGE 0.73-1.3 SD (not a confidence interval; the paper reports no SE/CI for it). Midpoint ~1.0 shown as the point value. Avoids ceiling effect in the post-test.,,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kim_etal_2025__est23,kim_etal_2025,Kim et al.,2025,"Kim et al., Problems solved per day (log)",,,,,12435,6469,18904,Math,Problems solved per day (log),immediate,Post-solution AI tutor (GenAI activated after answer submission),Baseline digital practice (correctness feedback + static solution),ai_vs_active,ATT,difference-in-differences,false,false,,not RCT; no SD effect; non-standard outcome; active control,observational,false,"DiD exploiting staggered rollout. Student and date FEs. 2.1M student-day obs. Raw effect: +0.3057 log points (SE 0.0103, p<0.01) = ~35.8% more problems/day; no SD conversion available.",China,Middle school,Field,quasi-experiment,Squirrel AI post-solution GenAI tutor,tutoring,None,Working paper,18904,unknown,unreviewed,,,18904,unknown,unreviewed,Kim et al (2025) - GenAI Can Improve Performance Without Harming Learning.pdf,,,,,,unreviewed,,"DiD exploiting staggered rollout. Student and date FEs. 2.1M student-day obs. Raw effect: +0.3057 log points (SE 0.0103, p<0.01) = ~35.8% more problems/day; no SD conversion available.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kim_etal_2025__est24,kim_etal_2025,Kim et al.,2025,"Kim et al., Average daily correctness rate",0.2,0.008,0.184,0.216,12435,6469,18904,Math,Average daily correctness rate,immediate,Post-solution AI tutor (GenAI activated after answer submission),Baseline digital practice (no AI chat),ai_vs_active,ATT,difference-in-differences,false,false,,not RCT; non-standard outcome; active control,observational,false,"DiD design. Raw effect +2.64pp on ~74% base (Table 2: 0.0264, SE 0.0011); d approximated via IQR-based SD 0.133, SE converted to the same units. Low-performing students benefit most.",China,Middle school,Field,quasi-experiment,Squirrel AI post-solution GenAI tutor,tutoring,None,Working paper,18904,unknown,unreviewed,,,18904,unknown,unreviewed,Kim et al (2025) - GenAI Can Improve Performance Without Harming Learning.pdf,,,,,,unreviewed,,"DiD design. Raw effect +2.64pp on ~74% base (Table 2: 0.0264, SE 0.0011); d approximated via IQR-based SD 0.133, SE converted to the same units. Low-performing students benefit most.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kreijkes_etal_2026__est25,kreijkes_etal_2026,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,"Kreijkes et al., Literal retention (cued recall + MC)",-0.44,0.06,-0.557,-0.323,184,184,184,Language,Literal retention (cued recall + MC),delayed,LLM chatbot only,Note-taking only,ai_vs_active,ATE,mixed-effects regression (linear),false,false,,active control,field_rct,false,"Within-subject (Group 1). Test 3 days post-learning. Negative = LLM worse than notes. SE/CI converted to SD units from raw B=1.92 (SE 0.26), Table 3.",England,High school,Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,None,"Computers & Education (2026), 243, 105514",344,unknown,unreviewed,,,184,unknown,unreviewed,Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,,,,,unreviewed,,"Within-subject (Group 1). Test 3 days post-learning. Negative = LLM worse than notes. SE/CI converted to SD units from raw B=1.92 (SE 0.26), Table 3.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kreijkes_etal_2026__est26,kreijkes_etal_2026,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,"Kreijkes et al., Comprehension (bridging/knowledge-based",-0.38,0.068,-0.513,-0.247,184,184,184,Language,Comprehension (bridging/knowledge-based inferences),delayed,LLM chatbot only,Note-taking only,ai_vs_active,ATE,mixed-effects regression (linear),false,false,,active control,field_rct,false,"Within-subject (Group 1). Test 3 days post-learning. SE/CI converted to SD units from raw B=0.95 (SE 0.17), Table 3.",England,High school,Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,None,"Computers & Education (2026), 243, 105514",344,unknown,unreviewed,,,184,unknown,unreviewed,Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,,,,,unreviewed,,"Within-subject (Group 1). Test 3 days post-learning. SE/CI converted to SD units from raw B=0.95 (SE 0.17), Table 3.",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kumar_etal_2023__est27,kumar_etal_2023,Kumar et al.,2025,"Kumar et al., Test-phase accuracy (SAT-style math, MCQ",,,,,200,200,400,Math,"Test-phase accuracy (SAT-style math, MCQ)",immediate,Try First + Customized GPT-4 explanation (pre-prompted with problem-solving strategies),Try First + correct answer only,ai_vs_active,ATE,mixed-effects logistic regression,false,false,,no SD effect; no SE/CI,online_rct,false,"z=-4.20. Slightly larger effect than stock LLM. MTurk workers, not students. n_total=400 is this two-condition contrast; the study randomized 1,202 participants across six conditions. [Codex audit fix, 2026-07]",USA,Adults general,Online,RCT,GPT-4 (customized pre-prompt),Tutoring with guardrails,None (flat $3.30 MTurk pay),AIED 2025 (Springer LNCS 15880),400,unknown,unreviewed,,,400,unknown,unreviewed,Kumar et al (2025) - AIED - Math Education with Large Language Models.pdf,,,,,,unreviewed,,"z=-4.20. Slightly larger effect than stock LLM. MTurk workers, not students. n_total=400 is this two-condition contrast; the study randomized 1,202 participants across six conditions. [Codex audit fix, 2026-07]",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
kumar_etal_2023__est28,kumar_etal_2023,Kumar et al.,2025,"Kumar et al., Test-phase accuracy (SAT-style math, MCQ",,,,,200,200,400,Math,"Test-phase accuracy (SAT-style math, MCQ)",immediate,Try First + Stock GPT-4 explanation with correct answer,Try First + correct answer only,ai_vs_active,ATE,mixed-effects logistic regression,false,false,,no SD effect; no SE/CI,online_rct,false,"z=-3.46. Accuracy from figure (approximate). 2 test questions per participant. MTurk workers, not students. n_total=400 is this two-condition contrast; the study randomized 1,202 participants across six conditions. [Codex audit fix, 2026-07]",USA,Adults general,Online,RCT,GPT-4 (customized pre-prompt),Tutoring with guardrails,None (flat $3.30 MTurk pay),AIED 2025 (Springer LNCS 15880),400,unknown,unreviewed,,,400,unknown,unreviewed,Kumar et al (2025) - AIED - Math Education with Large Language Models.pdf,,,,,,unreviewed,,"z=-3.46. Accuracy from figure (approximate). 2 test questions per participant. MTurk workers, not students. n_total=400 is this two-condition contrast; the study randomized 1,202 participants across six conditions. [Codex audit fix, 2026-07]",,,{},,,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
learnlm_team_2025__est29,learnlm_team_2025,LearnLM Team (Google & Eedi),2025,"LearnLM Team, Knowledge transfer (correct on first que",,,,,328,2385,2713,Science,Knowledge transfer (correct on first question of next topic),delayed,LearnLM tutoring (supervised by human tutor),Static pre-written hint,ai_vs_active,ATE,Bayesian logistic regression (predictive-margin contrast),false,false,,no SD effect; active control,field_rct,false,"Key learning outcome: transfer to new topic. ATE +10.1pp, 95% CI [+4.6, +15.4] (Table F.6; pp units). OR=1.6 [1.2, 2.0]. P(LearnLM>hint)>99.9%. Ns are session-level analyzed samples (Table F.4: LearnLM 328, static hints 2,385) from the two-level design (91 students static hints vs 74 tutoring; sessions randomized within the 74).",UK,High school,Field,RCT,LearnLM (Gemini 2.0 Flash fine-tuned),Socratic / with guardrails,None,Working paper,165,students,reviewed,,,2713,sessions,reviewed,AI Team (2025) - AI Tutoring UK Classrooms.pdf,,,"Table F.4 (sample); Table F.6 (effect), as cited in current estimate notes.",,2026-09-23,unreviewed,local_coding,"Current notes report ATE +10.1 percentage points, interval +4.6 to +15.4. These are not SD units. No new effect calculation or source verification.",local_coding,"The existing setup summary and heterogeneity coding identify 165 students. Generated paper n_total=2713 is a session-level endpoint count, not the number of students. Initial recruited/randomized counts have not been separately verified.","{""recruited_n"":""Not separately verified."",""randomized_n"":""Not separately verified.""}",local_coding,"Analyzed sessions, not students. Current notes cite Table F.4; 165 students in the overall trial.",{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
learnlm_team_2025__est30,learnlm_team_2025,LearnLM Team (Google & Eedi),2025,"LearnLM Team, Mistake remediation (correct on 2nd atte",,,,,467,3301,3768,Science,Mistake remediation (correct on 2nd attempt),immediate,LearnLM tutoring (supervised by human tutor),Static pre-written hint,ai_vs_active,ATE,Bayesian logistic regression (predictive-margin contrast),false,false,,no SD effect; non-standard outcome; active control,field_rct,false,"Bayesian logistic regression. ATE +27.7pp, 95% CI [+24.6, +30.4] (pp units). OR=7.4 [5.1, 11.0]. Human tutor supervised LearnLM messages. Ns are session-level analyzed samples (Table F.1: LearnLM 467, static hints 3,301); 165 students in the trial overall.",UK,High school,Field,RCT,LearnLM (Gemini 2.0 Flash fine-tuned),Socratic / with guardrails,None,Working paper,165,students,reviewed,,,3768,sessions,reviewed,AI Team (2025) - AI Tutoring UK Classrooms.pdf,,,"Table F.1 (sample), as cited in current estimate notes; effect locator not separately verified.",,2026-09-23,unreviewed,local_coding,"Current notes describe Bayesian logistic regression, ATE +27.7 percentage points, interval +24.6 to +30.4. No new effect calculation or source verification.",local_coding,"The existing setup summary and heterogeneity coding identify 165 students. Generated paper n_total=2713 is a session-level endpoint count, not the number of students. Initial recruited/randomized counts have not been separately verified.","{""recruited_n"":""Not separately verified."",""randomized_n"":""Not separately verified.""}",local_coding,"Analyzed sessions, not students. Current notes cite Table F.1; 165 students in the overall trial.",{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
learnlm_team_2025__est31,learnlm_team_2025,LearnLM Team (Google & Eedi),2025,"LearnLM Team, Knowledge transfer (correct on first que",,,,,328,376,704,Science,Knowledge transfer (correct on first question of next topic),delayed,LearnLM tutoring (supervised by human tutor),Human tutor alone,ai_vs_active,ATE,Bayesian logistic regression (predictive-margin contrast),false,false,,no SD effect; active control,field_rct,false,"ATE +5.5pp over human tutoring on transfer, 95% CI [-1.4, +12.4] (pp units). OR=1.3 [0.9, 1.7]. P(LearnLM>human)=93.6%. Both arms within the 74 tutoring students (session-level randomization); Ns are analyzed sessions (Table F.4: LearnLM 328, human tutor 376).",UK,High school,Field,RCT,LearnLM (Gemini 2.0 Flash fine-tuned),Socratic / with guardrails,None,Working paper,165,students,reviewed,,,704,sessions,reviewed,AI Team (2025) - AI Tutoring UK Classrooms.pdf,,,"Table F.4 (sample), as cited in current estimate notes; effect locator not separately verified.",,2026-09-23,unreviewed,local_coding,"Current notes report ATE +5.5 percentage points over human tutoring, interval -1.4 to +12.4. No new effect calculation or source verification.",local_coding,"The existing setup summary and heterogeneity coding identify 165 students. Generated paper n_total=2713 is a session-level endpoint count, not the number of students. Initial recruited/randomized counts have not been separately verified.","{""recruited_n"":""Not separately verified."",""randomized_n"":""Not separately verified.""}",local_coding,Analyzed sessions within 74 tutoring students. The overall study has 165 students; neither 704 nor the arm session counts are people.,{},{},2026-09-23.1,2026-09-23,,"{""scope"":""full"",""dataset"":""learning""}"
